entity_id,colour_temperature,colour_temperature_value,created_at,dimension,dimmable,dimmable_value,energylabel_type,farbtemperatur_filter,farbtemperatur_filter_value,gtin,label,lamp_holder,lamp_holder_value,lamp_max,lamp_max_value,luminous_flux,luminous_flux_value,luminous_intensity,manufacturer,manufacturer_value,manufacturer_sku,name,price,sku,small_image,thumbnail,updated_at,url_key,variation,variation_value,variation_text,visibility,voltage,voltage_value
132907,27719,Warmweiß Extra 2700 K,2019-06-24 16:03:06,"L: 180mm, Ø: 38mm",5440,Dimmbar,27637,64479,Warmweiß Extra,8057829377976,"27766,27736",27628,E27,35788,17 W,28104,2000 lm,,27640,Flos,RF26259,LED Röhrenlampe E27 17W T38 2700K 2000lm DIM,52,703079,/f/l/flos-led-roehrenlampe-e27-1400lm_493627.jpg,/f/l/flos-led-roehrenlampe-e27-1400lm_493627.jpg,2023-02-13 02:48:56,flos-led-rohrenlampe-e27-17w-t38-2700k-2000lm-dim-703079,48449,17W - Warmweiß Extra 2700K,17W - Warmweiß Extra 2700K,1,47963,230
132908,27715,Warmweiß 3000 K,2019-06-24 16:03:06,"L: 180mm, Ø: 38mm",5440,Dimmbar,27637,64483,Warmweiß,8057829377983,"27766,27736",27628,E27,35788,17 W,28104,2000 lm,,27640,Flos,RF26258,LED Röhrenlampe E27 17W T38 3000K 2000lm DIM,52,703080,/f/l/flos-led-roehrenlampe-e27-1400lm_493627.jpg,/f/l/flos-led-roehrenlampe-e27-1400lm_493627.jpg,2023-02-13 02:48:56,flos-led-rohrenlampe-e27-17w-t38-3000k-2000lm-dim-703080,48450,17W - Warmweiß 3000K,17W - Warmweiß 3000K,1,47963,230
134075,27719,Warmweiß Extra 2700 K,2019-06-24 16:03:29,"L: 105mm, Ø: 60mm",5439,Nicht dimmbar,27637,64479,Warmweiß Extra,4028085614598,,27628,E27,35078,7 W,34654,806 lm,,27560,Sigor,6145901,LED-Filament Normallampe klar E27 7W Dämmerungssensor,16,703038,/s/i/sigor-led-filament-normallampe-klar-dimmbar_20150325-00115_371551.jpg,/s/i/sigor-led-filament-normallampe-klar-dimmbar_20150325-00115_371551.jpg,2023-02-13 02:49:23,sigor-led-filament-normallampe-klar-e27-7w-dammerungssensor-703038,34648,"6,5 W","6,5 W",1,47963,230
134112,27715,Warmweiß 3000 K,2019-06-24 16:03:29,Ø: 111mm,5440,Dimmbar,,64483,Warmweiß,4008597114960,,30367,G53,30397,75 W,27870,850 lm,5300 Cd,48572,Radium,22311496,Niedervolt-Halogenreflektorlampe G53 QR-LP 111 75 W 24°,17,700667,/r/a/radium_halogenreflektorlampe_g53_490105.jpg,/r/a/radium_halogenreflektorlampe_g53_490105.jpg,2023-02-13 02:49:23,radium-niedervolt-halogenreflektorlampe-g53-qr-lp-111-75-w-24-700667,40388,75W - 24°,75W - 24°,1,47973,12
138375,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:25,"L: 121mm, Ø: 35mm",5440,Dimmbar,68039,64479,Warmweiß Extra,4028085613416,"27766,27736",27629,E14,36370,"4,5 W",32704,470 lm,,27560,Sigor,6134101,"LED-Filament Windstoß klar E14 4,5W DIM",9,702906,/s/i/sigor-led-filament-windstoss-e14-klar_470695.jpg,/s/i/sigor-led-filament-windstoss-e14-klar_470695.jpg,2023-02-13 02:50:50,sigor-led-filament-windstoss-klar-e14-4-5w-dim-702906,36369,"4,5 W","4,5 W",1,47963,230
138391,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:25,"L: 54mm, Ø: 50mm",5439,Nicht dimmbar,67950,64479,Warmweiß Extra,4028085575639,27766,27603,GU10,32305,"4,9 W",33966,345 lm,,27560,Sigor,5756301,"LED Luxar Glas GU10 4,9W/927 36°",5,702948,/s/i/sigor-led-reglektorlampe-gu10-glas_470250.jpg,/s/i/sigor-led-reglektorlampe-gu10-glas_470250.jpg,2023-02-13 02:50:50,sigor-led-luxar-glas-gu10-4-9w-927-36-702948,,,5 W,1,47963,230
138392,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:25,"L: 54mm, Ø: 50mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,4028085575660,27766,27603,GU10,34924,"6,3 W",28751,460 lm,,27560,Sigor,5756601,"LED Luxar Glas GU10 6,3W/927 36°",7,702950,/s/i/sigor-led-reglektorlampe-gu10-glas_470250.jpg,/s/i/sigor-led-reglektorlampe-gu10-glas_470250.jpg,2023-02-13 02:50:50,sigor-led-luxar-glas-gu10-6-3w-927-36-702950,,,6 W,1,47963,230
138393,27715,Warmweiß 3000 K,2019-06-24 16:05:25,"L: 118mm, Ø: 22.5mm",5439,Nicht dimmbar,,64483,Warmweiß,8718696522530,27766,28714,R7s,34650,"6,5 W",34654,806 lm,,27556,Philips,522530,"CorePro LED R7s 118mm 6,5W/830",13,702744,/p/h/philips-corepro-led-r7s_118mm-6_5W_470253.jpg,/p/h/philips-corepro-led-r7s_118mm-6_5W_470253.jpg,2023-02-13 02:50:50,philips-corepro-led-r7s-118mm-6-5w-830-702744,34648,"6,5 W","6,5 W",1,47963,230
138394,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:25,"L: 78mm, Ø: 45mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,4028085613492,27735,27629,E14,32699,4 W,32704,470 lm,,27560,Sigor,6134901,LED-Filament Kugellampe klar E14 4W,6,702913,/s/i/sigor-led-filament-tropfenlampem-e14-matt_470246.jpg,/s/i/sigor-led-filament-tropfenlampem-e14-matt_470246.jpg,2023-02-13 02:50:50,sigor-led-filament-kugellampe-klar-e14-4w-702913,32691,4 W,4 W,1,47963,230
138395,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:25,"L: 85mm, Ø: 45mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,4028085614369,,27629,E14,36461,"2,8 W",31674,250 lm,,27560,Sigor,6143601,"LED-Filament Kugellampe klar E14 2,8W",5,703045,/s/i/sigor-led-filament-tropfenlampem-e14-matt_470246.jpg,/s/i/sigor-led-filament-tropfenlampem-e14-matt_470246.jpg,2023-02-13 02:50:50,sigor-led-filament-kugellampe-klar-e14-2-8w-703045,36459,"2,8 W","2,8 W",1,47963,230
138402,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:25,"L: 85mm, Ø: 45mm",5440,Dimmbar,68039,64479,Warmweiß Extra,4028085614116,"27766,27736",27629,E14,36370,"4,5 W",32704,470 lm,,27560,Sigor,6141101,"LED-Filament Kugellampe opal E14 4,5W DIM",7,702917,/s/i/sigor-led-filament-tropfenlampem-e14-opal_470247.jpg,/s/i/sigor-led-filament-tropfenlampem-e14-opal_470247.jpg,2023-02-13 02:50:50,sigor-led-filament-kugellampe-opal-e14-4-5w-dim-702917,36369,"4,5 W","4,5 W",1,47963,230
138423,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:25,"L: 54mm, Ø: 50mm",5440,Dimmbar,67950,64479,Warmweiß Extra,4028085575233,"27766,27736",27603,GU10,32699,4 W,29082,230 lm,,27560,Sigor,5752301,LED Luxar Glas GU10 4W/827 36° DIM,6,702939,/s/i/sigor-led-reglektorlampe-gu10-glas_470250.jpg,/s/i/sigor-led-reglektorlampe-gu10-glas_470250.jpg,2023-02-13 02:50:50,sigor-led-luxar-glas-gu10-4w-827-36-dim-702939,33617,"3,5 W","3,5 W",1,47963,230
138424,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:25,"L: 54mm, Ø: 50mm",5440,Dimmbar,68039,64479,Warmweiß Extra,4028085575264,"27766,27736",27603,GU10,45262,"4,7 W",33501,350 lm,,27560,Sigor,5752601,"LED Luxar Glas GU10 4,7W/827 36° DIM",7,702941,/s/i/sigor-led-reglektorlampe-gu10-glas_470250.jpg,/s/i/sigor-led-reglektorlampe-gu10-glas_470250.jpg,2023-02-13 02:50:50,sigor-led-luxar-glas-gu10-4-7w-827-36-dim-702941,32701,"5,5 W","5,5 W",1,47963,230
138425,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:25,"L: 54mm, Ø: 50mm",5440,Dimmbar,67950,64479,Warmweiß Extra,4028085575295,"27766,27736",27603,GU10,68473,"7,4 W",28751,460 lm,,27560,Sigor,5752901,"LED Luxar Glas GU10 7,4W/827 36° DIM",8,702943,/s/i/sigor-led-reglektorlampe-gu10-glas_470250.jpg,/s/i/sigor-led-reglektorlampe-gu10-glas_470250.jpg,2023-02-13 02:50:50,sigor-led-luxar-glas-gu10-7-4w-827-36-dim-702943,34648,"6,5 W","6,5 W",1,47963,230
138431,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:25,"L: 25mm, Ø: 75mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,4028085578456,27766,28758,GX53,34937,5 W,32704,470 lm,,27560,Sigor,5784501,LED Luxar GX53 5W,9,702973,/5/7/578450199_470261.jpg,/5/7/578450199_470261.jpg,2023-02-13 02:50:50,sigor-led-luxar-gx53-5w-702973,35271,5 W,5 W,1,47963,230
138432,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:26,"L: 168mm, Ø: 125mm",5440,Dimmbar,27637,64479,Warmweiß Extra,4028085613942,"27766,27736",27628,E27,35078,7 W,34654,806 lm,,27560,Sigor,6139401,LED Filament Globelampe 125mmklar E27 7W DIM,17,702932,/s/i/sigor_led-filament-g125-klar_470245.jpg,/s/i/sigor_led-filament-g125-klar_470245.jpg,2023-02-13 02:50:50,sigor-led-filament-globelampe-125mmklar-e27-7w-dim-702932,35077,7 W,7 W,1,47963,230
138441,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:28,"L: 48mm, Ø: 17mm",5440,Dimmbar,,64479,Warmweiß Extra,8718696578650,"27766,27736",31066,G4,35081,2 W,28619,200 lm,,27556,Philips,578650,CorePro LEDcapsule G4 DIM 2W/827,9,702742,/p/h/philips-corepro-ledcapsule-G4_DIM-2W_470254.jpg,/p/h/philips-corepro-ledcapsule-G4_DIM-2W_470254.jpg,2023-02-13 02:50:50,philips-corepro-ledcapsule-g4-dim-2w-827-702742,35079,2 W,2 W,1,47973,12
138811,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:38,"L: 108mm, Ø: 60mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,4028085613133,27766,27628,E27,36370,"4,5 W",32704,470 lm,,27560,Sigor,6131301,"LED-Filament Normallampe klar E27 4,5-40W",5,702894,/s/i/sigor-led-normallampe-filament-klar_444859.jpg,/s/i/sigor-led-normallampe-filament-klar_444859.jpg,2023-02-13 02:50:52,sigor-led-filament-normallampe-klar-e27-4-5-40w-702894,36369,"4,5 W","4,5 W",1,47963,230
138812,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:38,"L: 108mm, Ø: 60mm",5439,Nicht dimmbar,27637,64479,Warmweiß Extra,4028085613140,27766,27628,E27,34650,"6,5 W",34654,806 lm,,27560,Sigor,6131401,LED-Filament Normallampe klar E27 7-60W,6,702895,/s/i/sigor-led-normallampe-filament-klar_444859.jpg,/s/i/sigor-led-normallampe-filament-klar_444859.jpg,2023-02-13 02:50:52,sigor-led-filament-normallampe-klar-e27-7-60w-702895,34648,"6,5 W","6,5 W",1,47963,230
138813,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:38,"L: 105mm, Ø: 60mm",5439,Nicht dimmbar,27637,64479,Warmweiß Extra,4028085614307,,27628,E27,28356,8 W,34918,1055 lm,,27560,Sigor,6143001,"LED-Filament Normallampe klar E27 8,5-75W",9,703035,/s/i/sigor-led-normallampe-filament-klar_444859.jpg,/s/i/sigor-led-normallampe-filament-klar_444859.jpg,2023-02-13 02:50:52,sigor-led-filament-normallampe-klar-e27-8-5-75w-703035,35085,8 W,8 W,1,47963,230
138814,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:38,"L: 118mm, Ø: 67mm",5439,Nicht dimmbar,27636,64479,Warmweiß Extra,4028085614314,,27628,E27,34917,11 W,37934,1521 lm,,27560,Sigor,6143101,LED-Filament Normallampe klar E27 11-100W,12,703036,/s/i/sigor-led-normallampe-filament-klar_444859.jpg,/s/i/sigor-led-normallampe-filament-klar_444859.jpg,2023-02-13 02:50:52,sigor-led-filament-normallampe-klar-e27-11-100w-703036,34915,11 W,11 W,1,47963,230
138827,45218,Warmweiß Extra 2400 K,2019-06-24 16:05:38,"L: 100mm, Ø: 35mm",5440,Dimmbar,68039,64479,Warmweiß Extra,4028085613362,27735,27629,E14,36370,"4,5 W",30083,410 lm,,27560,Sigor,6133601,"LED-Filament Kerzenlampe gold E14 4,5-36W DIM",10,702904,/s/i/sigor-led-filament-kerzenlampe-gold_465111.jpg,/s/i/sigor-led-filament-kerzenlampe-gold_465111.jpg,2023-02-13 02:50:52,sigor-led-filament-kerzenlampe-gold-e14-4-5-36w-dim-702904,36369,"4,5 W","4,5 W",1,47963,230
138828,45218,Warmweiß Extra 2400 K,2019-06-24 16:05:38,"L: 100mm, Ø: 35mm",5440,Dimmbar,68039,64479,Warmweiß Extra,4028085614345,,27629,E14,36366,"2,2 W",28610,220 lm,,27560,Sigor,6143401,"LED-Filament Kerzenlampe gold E14 2,2-22W DIM",9,703044,/s/i/sigor-led-filament-kerzenlampe-gold_465111.jpg,/s/i/sigor-led-filament-kerzenlampe-gold_465111.jpg,2023-02-13 02:50:52,sigor-led-filament-kerzenlampe-gold-e14-2-2-22w-dim-703044,33614,"2,5 W","2,5 W",1,47963,230
138829,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:38,"L: 105mm, Ø: 60mm",5440,Dimmbar,27637,64479,Warmweiß Extra,4028085614031,"27766,27736",27628,E27,35078,7 W,27864,720 lm,,27560,Sigor,6140301,LED-Filament Normallampe opal E27 7W DIM,9,702899,/s/i/sigor-led-filament-normallampe-opal_464838.jpg,/s/i/sigor-led-filament-normallampe-opal_464838.jpg,2023-02-13 02:50:52,sigor-led-filament-normallampe-opal-e27-7w-dim-702899,35077,7 W,7 W,1,47963,230
138830,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:38,"L: 105mm, Ø: 60mm",5440,Dimmbar,27637,64479,Warmweiß Extra,4028085614048,"27766,27736",27628,E27,28356,8 W,27875,930 lm,,27560,Sigor,6140401,LED-Filament Normallampe opal E27 8W DIM,12,702900,/s/i/sigor-led-filament-normallampe-opal_464838.jpg,/s/i/sigor-led-filament-normallampe-opal_464838.jpg,2023-02-13 02:50:52,sigor-led-filament-normallampe-opal-e27-8w-dim-702900,35085,8 W,8 W,1,47963,230
138833,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:38,"L: 100mm, Ø: 35mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,4028085613324,27735,27629,E14,36370,"4,5 W",32704,470 lm,,27560,Sigor,6133201,"LED-Filament Kerzenlampe klar E14 4,5-50W",6,702903,/s/i/sigor-led-filament-kerzenlampe-klar_465112.jpg,/s/i/sigor-led-filament-kerzenlampe-klar_465112.jpg,2023-02-13 02:50:52,sigor-led-filament-kerzenlampe-klar-e14-4-5-50w-702903,36369,"4,5 W","4,5 W",1,47963,230
138834,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:40,"L: 100mm, Ø: 35mm",5439,Nicht dimmbar,68039,64479,Warmweiß Extra,4028085613317,,27629,E14,33616,"2,5 W",31674,250 lm,,27560,Sigor,6133101,"LED-Filament Kerzenlampe klar E14 2,5-25W",5,703042,/s/i/sigor-led-filament-kerzenlampe-klar_465112.jpg,/s/i/sigor-led-filament-kerzenlampe-klar_465112.jpg,2023-02-13 02:50:52,sigor-led-filament-kerzenlampe-klar-e14-2-5-25w-703042,33614,"2,5 W","2,5 W",1,47963,230
138878,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:41,"L: 100mm, Ø: 35mm",5440,Dimmbar,68039,64479,Warmweiß Extra,4028085614086,"27766,27736",27629,E14,36370,"4,5 W",32704,470 lm,,27560,Sigor,6140801,"LED-Filament Kerzenlampe opal E14 4,5-40W DIM",7,702907,/s/i/sigor-led-filament-kerzenlampe-opal_465113.jpg,/s/i/sigor-led-filament-kerzenlampe-opal_465113.jpg,2023-02-13 02:50:53,sigor-led-filament-kerzenlampe-opal-e14-4-5-40w-dim-702907,36369,"4,5 W","4,5 W",1,47963,230
139355,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:56,"L: 129mm, Ø: 35mm",5440,Dimmbar,,64479,Warmweiß Extra,8718696709962,"27766,27736",27629,E14,34937,5 W,32704,470 lm,,27556,Philips,phi709962,Classic LEDcandle BA35 E14 5W/827 klar DIM,7,702796,/p/h/philips-classic-led-ba35-fil-827-klar-e14-dimmbar_463748.jpg,/p/h/philips-classic-led-ba35-fil-827-klar-e14-dimmbar_463748.jpg,2023-02-13 02:51:05,philips-classic-ledcandle-ba35-e14-5w-827-klar-dim-702796,35271,5 W,5 W,1,47963,230
139366,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:56,"L: 78mm, Ø: 45mm",5439,Nicht dimmbar,27637,64479,Warmweiß Extra,8718696706473,27766,27628,E27,35072,"4,3 W",32704,470 lm,,27556,Philips,phi706473,"Classic LEDluster P45 E27 4,3W/827 matt",4,702810,/p/h/philips-classic-led-p45-fil-827-matt-e27_463753.jpg,/p/h/philips-classic-led-p45-fil-827-matt-e27_463753.jpg,2023-02-13 02:51:05,philips-classic-ledluster-p45-e27-4-3w-827-matt-702810,35071,"4,3 W","4,3 W",1,47963,230
139392,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:56,"L: 45mm, Ø: 50mm",5440,Dimmbar,,64479,Warmweiß Extra,8718696708293,"27766,27736",27602,GU5.3,32703,"5,5 W",37921,450 lm,500 Cd,27556,Philips,phi708293,"MASTER LEDspot Value GU5.3 5,5W/827 60° DIM",10,702853,/p/h/philips-master-ledspot-value-827-gu5.3_463758.jpg,/p/h/philips-master-ledspot-value-827-gu5.3_463758.jpg,2023-02-13 02:51:06,philips-master-ledspot-value-gu5-3-5-5w-827-60-dim-702853,39581,"5,5 W - 60°","5,5 W - 60°",1,47973,12
139401,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:56,"L: 80mm, Ø: 45mm",5440,Dimmbar,,64479,Warmweiß Extra,8718696709887,"27766,27736",27628,E27,39627,"2,7 W",31674,250 lm,,27556,Philips,phi709887,"Classic LEDluster P45 E27 2,7W/827 klar DIM",5,702804,/p/h/philips-classic-led-p45-fil-827-klar-e27-dimmbar_463751.jpg,/p/h/philips-classic-led-p45-fil-827-klar-e27-dimmbar_463751.jpg,2023-02-13 02:51:06,philips-classic-ledluster-p45-e27-2-7w-827-klar-dim-702804,39626,"2,7 W","2,7 W",1,47963,230
139405,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:56,"L: 46mm, Ø: 51mm",5439,Nicht dimmbar,,64479,Warmweiß Extra,8718696710630,27766,27602,GU5.3,34937,5 W,33966,345 lm,650 Cd,27556,Philips,phi710630,CorePro LEDspot GU5.3 5W/827 36°,6,702863,/p/h/philips-corepro-ledspot-827-gu5.3_463754.jpg,/p/h/philips-corepro-ledspot-827-gu5.3_463754.jpg,2023-02-13 02:51:06,philips-corepro-ledspot-gu5-3-5w-827-36-702863,35271,5 W,5 W,1,47973,12
139519,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:59,"L: 54mm, Ø: 50mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8718696707494,"27766,27736",27603,GU10,38262,"3,9 W",31694,265 lm,700 Cd,27556,Philips,707494,"MASTER LEDspot ExpertColor GU10 DIM 3,9W/927 25°",14,702715,/p/h/philips-master-ledspot-expertcolor-gu10-dim_463087.jpg,/p/h/philips-master-ledspot-expertcolor-gu10-dim_463087.jpg,2023-02-13 02:51:09,philips-master-ledspot-expertcolor-gu10-dim-3-9w-927-25-702715,38261,"3,9 W - Abstrahlwinkel: 25°","3,9 W - Abstrahlwinkel: 25°",1,47963,230
139520,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:59,"L: 54mm, Ø: 50mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8718696707555,"27766,27736",27603,GU10,38262,"3,9 W",31694,265 lm,540 Cd,27556,Philips,707555,"MASTER LEDspot ExpertColor GU10 DIM 3,9W/927 36°",14,702718,/p/h/philips-master-ledspot-expertcolor-gu10-dim_463087.jpg,/p/h/philips-master-ledspot-expertcolor-gu10-dim_463087.jpg,2023-02-13 02:51:09,philips-master-ledspot-expertcolor-gu10-dim-3-9w-927-36-702718,38263,"3,9 W - Abstrahlwinkel: 36°","3,9 W - Abstrahlwinkel: 36°",1,47963,230
139521,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:59,"L: 54mm, Ø: 50mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8718696707616,"27766,27736",27603,GU10,32703,"5,5 W",32306,355 lm,1000 Cd,27556,Philips,70761600,"MASTER LEDspot ExpertColor GU10 DIM 5,5W/927 25°",21,702721,/p/h/philips-master-ledspot-expertcolor-gu10-dim_463087.jpg,/p/h/philips-master-ledspot-expertcolor-gu10-dim_463087.jpg,2023-02-13 02:51:09,philips-master-ledspot-expertcolor-gu10-dim-5-5w-927-25-702721,38264,"5,5 W - Abstrahlwinkel: 25°","5,5 W - Abstrahlwinkel: 25°",1,47963,230
139522,27719,Warmweiß Extra 2700 K,2019-06-24 16:05:59,"L: 54mm, Ø: 50mm",5440,Dimmbar,67950,64479,Warmweiß Extra,8718696707678,"27766,27736",27603,GU10,32703,"5,5 W",32306,355 lm,800 Cd,27556,Philips,707678,"MASTER LEDspot ExpertColor GU10 DIM 5,5W/927 36°",19,702724,/p/h/philips-master-ledspot-expertcolor-gu10-dim_463087.jpg,/p/h/philips-master-ledspot-expertcolor-gu10-dim_463087.jpg,2023-02-13 02:51:09,philips-master-ledspot-expertcolor-gu10-dim-5-5w-927-36-702724,38265,"5,5 W - Abstrahlwinkel: 36°","5,5 W - Abstrahlwinkel: 36°",1,47963,230
139527,27715,Warmweiß 3000 K,2019-06-24 16:05:59,"L: 118mm, Ø: 29mm",5440,Dimmbar,27637,64483,Warmweiß,8718696578797,"27766,27736",28714,R7s,33604,14 W,28109,1600 lm,,27556,Philips,578797,CorePro LED R7s 118mm DIM 14W/830,29,702745,/p/h/philips-corepro-led-r7s-118mm-14W_463575.jpg,/p/h/philips-corepro-led-r7s-118mm-14W_463575.jpg,2023-02-13 02:51:09,philips-corepro-led-r7s-118mm-dim-14w-830-702745,37931,14 W,14 W,1,47963,230
142953,27719,Warmweiß Extra 2700 K,2019-06-24 16:07:36,"L: 168mm, Ø: 125mm",5440,Dimmbar,27637,64479,Warmweiß Extra,4028085613904,27735,27628,E27,35078,7 W,27864,720 lm,,27560,Sigor,6139001,LED Globelampe 125mm opal E27 7W DIM,18,702937,/s/i/sigor-led-globelampe-g125-15-opal-dimmbar_448568.jpg,/s/i/sigor-led-globelampe-g125-15-opal-dimmbar_448568.jpg,2023-02-13 02:52:14,sigor-led-globelampe-125mm-opal-e27-7w-dim-702937,35077,7 W,7 W,1,47963,230
142954,27719,Warmweiß Extra 2700 K,2019-06-24 16:07:36,"L: 168mm, Ø: 125mm",5440,Dimmbar,27637,64479,Warmweiß Extra,4028085613928,27735,27628,E27,28356,8 W,27875,930 lm,,27560,Sigor,6139201,LED Globelampe 125mm opal E27 8W DIM,19,702938,/s/i/sigor-led-globelampe-g125-15-opal-dimmbar_448568.jpg,/s/i/sigor-led-globelampe-g125-15-opal-dimmbar_448568.jpg,2023-02-13 02:52:14,sigor-led-globelampe-125mm-opal-e27-8w-dim-702938,35085,8 W,8 W,1,47963,230
142955,27719,Warmweiß Extra 2700 K,2019-06-24 16:07:36,"L: 190mm, Ø: 125mm",5440,Dimmbar,27636,64479,Warmweiß Extra,4028085613935,,27628,E27,31153,12 W,29908,1300 lm,,27560,Sigor,6139301,LED Globelampe 125mm opal E27 12W DIM,20,703051,/s/i/sigor-led-globelampe-g125-opal-dimmbar_448569.jpg,/s/i/sigor-led-globelampe-g125-opal-dimmbar_448569.jpg,2023-02-13 02:52:14,sigor-led-globelampe-125mm-opal-e27-12w-dim-703051,33598,12 W,12 W,1,47963,230
142962,27719,Warmweiß Extra 2700 K,2019-06-24 16:07:36,"L: 135mm, Ø: 95mm",5440,Dimmbar,27637,64479,Warmweiß Extra,4028085613799,27735,27628,E27,35078,7 W,27864,720 lm,,27560,Sigor,6137901,LED Globelampe 95mm opal E27 7W DIM,15,702935,,/s/i/sigor-led-globelampe-g95-opal-dimmbar_448566.jpg,2023-02-13 02:52:14,sigor-led-globelampe-95mm-opal-e27-7w-dim-702935,35077,7 W,7 W,1,47963,230
142963,27719,Warmweiß Extra 2700 K,2019-06-24 16:07:36,"L: 135mm, Ø: 95mm",5440,Dimmbar,27637,64479,Warmweiß Extra,4028085613812,27735,27628,E27,37928,"8,5 W",34918,1055 lm,,27560,Sigor,6138101,"LED Globelampe 95mm opal E27 8,5W DIM",16,702936,,/s/i/sigor-led-globelampe-g95-opal-dimmbar_448566.jpg,2023-02-13 02:52:14,sigor-led-globelampe-95mm-opal-e27-8-5w-dim-702936,35085,8 W,8 W,1,47963,230
142964,27719,Warmweiß Extra 2700 K,2019-06-24 16:07:36,"L: 157mm, Ø: 95mm",5440,Dimmbar,27636,64479,Warmweiß Extra,4028085613829,,27628,E27,31153,12 W,29908,1300 lm,,27560,Sigor,6138201,LED Globelampe 95mm opal E27 12W DIM,17,703050,,/s/i/sigor-led-globelampe-g95-opal-dimmbar_448566.jpg,2023-02-13 02:52:14,sigor-led-globelampe-95mm-opal-e27-12w-dim-703050,33598,12 W,12 W,1,47963,230
143044,27719,Warmweiß Extra 2700 K,2019-06-24 16:07:39,"L: 55mm, Ø: 41mm",5440,Dimmbar,,64479,Warmweiß Extra,4251079505293,"27766,27736",,,35078,7 W,28751,460 lm,2303 Cd,27576,prediger.base,UM35c-B82715B90,p.006.300 LED-Modul 7 W/27/460/15°/CRI90 (350 mA),49,300530,/3/0/300020-28-2-prediger-p-39-1-led-modul-7-w-2_20150327-00092_498611.jpg,/3/0/300020-28-2-prediger-p-39-1-led-modul-7-w-2_20150327-00092_498611.jpg,2023-02-13 02:52:16,prediger-base-p-006-300-led-modul-7-w-27-460-15-cri90-350-ma-300530,38007,Warmweiß Extra 2700 Kelvin - 15°,Warmweiß Extra 2700 Kelvin - 15°,1,,
143045,27719,Warmweiß Extra 2700 K,2019-06-24 16:07:39,"L: 55mm, Ø: 41mm",5440,Dimmbar,,64479,Warmweiß Extra,4251079505309,"27766,27736",,,35078,7 W,28751,460 lm,1505 Cd,27576,prediger.base,UM35c-B82724B90,p.006.300 LED-Modul 7 W/27/460/24°/CRI90 (350 mA),49,300531,/3/0/300020-28-2-prediger-p-39-1-led-modul-7-w-2_20150327-00092_498611.jpg,/3/0/300020-28-2-prediger-p-39-1-led-modul-7-w-2_20150327-00092_498611.jpg,2023-02-13 02:52:16,prediger-base-p-006-300-led-modul-7-w-27-460-24-cri90-350-ma-300531,38008,Warmweiß Extra 2700 Kelvin - 24°,Warmweiß Extra 2700 Kelvin - 24°,1,,
143046,27719,Warmweiß Extra 2700 K,2019-06-24 16:07:39,"L: 55mm, Ø: 41mm",5440,Dimmbar,,64479,Warmweiß Extra,4251079505316,"27766,27736",,,35078,7 W,28751,460 lm,863 Cd,27576,prediger.base,UM35c-B82736B90,p.006.300 LED-Modul 7 W/27/460/36°/CRI90 (350 mA),49,300532,/3/0/300020-28-2-prediger-p-39-1-led-modul-7-w-2_20150327-00092_498611.jpg,/3/0/300020-28-2-prediger-p-39-1-led-modul-7-w-2_20150327-00092_498611.jpg,2023-02-13 02:52:16,prediger-base-p-006-300-led-modul-7-w-27-460-36-cri90-350-ma-300532,38009,Warmweiß Extra 2700 Kelvin - 36°,Warmweiß Extra 2700 Kelvin - 36°,1,,
